RF_mean,RF_rms,RF_var,RF_wl,RF_mf,RF_sent,BF_mean,BF_rms,BF_var,BF_wl,BF_mf,BF_sent,ST_mean,ST_rms,ST_var,ST_wl,ST_mf,ST_sent
60.6092872226357,63.29280757719777,332.49379336823273,92.77138128294163,1.9890276923026287,0.22933318376850606,19.35723948080314,19.626970304876423,10.515243031337128,17.049186961696872,1.719307660427365,0.2138952218411903,19.17322207235125,19.45389924417099,10.841751166659378,15.257540391857614,1.551365163318903,0.21569244758541758
72.6130857161169,72.87238218692448,37.72386838104836,46.81964030138685,3.7143567697610687,0.21059297170100688,21.157871764789505,21.18219593915958,1.0298871896714956,8.852185375186679,3.1848866577878874,0.20758570099135448,20.77741921573086,20.78640659717508,0.37354995686175985,7.403485978612899,7.024230572842571,0.16887990766990751
73.53172611757267,73.74514493331777,31.43165540632559,37.31224548889412,3.406944496021893,0.19184546503918984,21.255857735183152,21.28030455865942,1.039874050955409,7.4170023590585785,3.140486578831071,0.15588972584776614,19.848732611506556,19.914022658922473,2.5961121769938065,7.343977779872077,2.5423159289780304,0.2187333764556777
77.66767624246096,77.94323091666685,42.879312825117,50.728110196236145,6.242153533313015,0.16835722245000767,20.76943922510962,20.816857597037057,1.9719544897975954,8.052173793689892,1.8403058041332272,0.20744690156487142,19.465103541936845,19.543001307516693,3.038644207276931,11.600542855752114,3.277662241927756,0.16613678950008146
86.30597981628445,87.24498528504706,162.9653053391786,52.070550573229795,2.3456556759756353,0.18739397974387634,20.3083189270073,20.391766211535938,3.3963115848957495,8.546012311317636,3.0067995038280673,0.11847559445914253,20.03493188755603,20.173464696813195,5.570182134558799,13.652316348036276,2.590278570137225,0.20756678014386298
94.0788691227858,95.45238493300961,260.32417397718166,48.932726520507956,2.873467044643385,0.09288316159603108,20.027268915392696,20.09741921626317,2.814758944769545,8.923432188285663,2.095293306625085,0.20589645454518718,19.433935354434777,19.61358202514214,7.014756496628861,18.403858053784706,2.8251313375819693,0.2019551098330655
101.70337133608012,102.33749056940499,129.38623491844598,51.442011788887896,1.7415671543341367,0.19064228375806652,19.71319078956464,19.75814344987076,1.7743414798948487,8.65174587192303,3.263562126484283,0.1419893193167423,18.509085708074657,18.87039119949686,13.505410273194967,18.04328793170935,2.617259691704661,0.1817827663868507
105.83385384722008,105.95259625479494,25.148032976847166,34.999696532248635,2.72932760288689,0.1688889625450251,19.763700134644314,19.802031044700215,1.5165904831313544,6.4915405545943905,2.153259865069426,0.21367546414331412,17.666358363921955,18.060504720021935,14.081612899419435,16.261163466685712,2.5997497127473754,0.17029334429057155
106.86036804150663,106.98281680602507,26.184833785270747,30.237412381093932,2.1251268637321723,0.208710667020695,19.947235695006658,19.971080071465344,0.9518273487324752,4.994190532079823,3.0098050980605433,0.12919655321780438,16.39497858266103,16.549817955536337,5.101151635479074,14.605955100434183,2.2037384594883127,0.20715283477140883
107.6733457837099,107.84321710785096,36.61008391271923,31.146453444556627,2.8905206985273577,0.14733947604626346,19.47690556602784,19.497153901981292,0.7891598495782105,3.228941529912877,1.8437150255155983,0.1594404604270692,15.8111596088349,15.906484616503514,3.023484679010736,10.211884010037705,2.5783045483068747,0.18954671795995792
